Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01008495,Gorgie West,City of Edinburgh,971,875,2801,41,9,5,3,4296,3608,4643,362,6276,2411,9,7%,67,7%,64,90,84,42,121,12%,6%,56,*,*,75,50%,3%,27,282,371,155,42%,17%,2.289612795,3.981590909,1.189570707,3.370743243,2.238313692,2.853823529,6.678959035,3.28983165,5.347222222,0%
S01008496,Gorgie West,City of Edinburgh,1027,918,4423,64,13,7,4,4428,4753,5238,2656,6679,2103,11,7%,67,5%,43,55,95,32,108,12%,5%,70,*,*,51,14%,2%,32,316,360,187,38%,20%,2.72290272,3.302635983,0.816720711,3.212378049,1.983211297,2.856136364,6.890805439,2.114037657,5.319299163,0%
S01008497,Gorgie East,City of Edinburgh,944,850,5001,72,15,8,4,4596,4636,5450,4433,6508,3836.5,12,6%,57,5%,42,50,78,117,86,15%,13%,56,*,*,63,22%,5%,16,172,289,159,37%,20%,2.817662214,2.965295802,1.14110369,3.021328125,2.026863868,3.098571429,6.140833333,3.073129771,6.135801527,0%
S01008498,Gorgie East,City of Edinburgh,889,749,2612,38,8,4,2,3072,2493,2695,2207,6755,1572,32,11%,101,11%,80,125,186,157,139,18%,9%,73,81%,4.57,75,3%,3%,34,387,270,110,35%,14%,2.938218912,1.862027202,1.583989637,2.614384615,2.973746762,1.665326087,3.148714378,3.45259715,5.616159326,0%
S01008499,Gorgie East,City of Edinburgh,1068,951,4216,61,13,7,4,3810,3777,5103,3683,6909,3273,33,8%,90,7%,65,85,51,77,61,12%,0%,58,*,*,54,15%,3%,22,209,372,123,37%,12%,2.029151606,1.83440261,1.395549699,1.407757009,2.2999749,2.373965517,3.126611446,4.422419679,5.231962851,0%
S01008500,Gorgie East,City of Edinburgh,486,421,1073,16,4,2,1,1250,968,505,1854,6409,1191,271,21%,104,18%,74,190,316,489,167,19%,0%,173,80%,5.07,128,13%,8%,22,459,124,7,31%,2%,2.704757463,2.607257463,1.85721393,1.649411765,2.656125622,3.021972477,4.916579602,5.711579602,6.389179104,0%
S01008501,Gorgie East,City of Edinburgh,661,568,5879,85,17,9,5,4888,5254,6588,4479,6307,5282,1686,5%,35,4%,22,45,56,41,94,8%,0%,38,*,n/a,31,0%,2%,6,92,92,11,15%,2%,3.033509061,2.936919275,1.629151565,1.845,2.347055189,3.274761905,5.658846787,5.12562603,6.377355848,0%
S01008502,Shandon,City of Edinburgh,719,642,6194,89,18,9,5,6360,6795,6935,3284,6017,3235,277,2%,16,1%,9,25,25,0,45,9%,13%,30,*,*,36,11%,3%,15,211,160,46,25%,7%,2.676161417,3.41488189,1.490948819,3.533450704,1.928023622,3.542021277,7.140429134,4.913188976,4.370519685,0%
S01008503,Shandon,City of Edinburgh,945,804,6464,93,19,10,5,5877.5,6723,6864,3934,6491,4367,1199,3%,30,2%,13,25,13,41,63,11%,0%,42,86%,*,25,6%,7%,13,139,127,39,15%,5%,2.604531813,2.321569628,2.281920768,2.244390244,1.776326531,3.691527778,4.910648259,6.506596639,4.246137455,0%
S01008504,Shandon,City of Edinburgh,1120,825,6780,98,20,10,5,6453,6149,6897,6671,5249,3420,2328,2%,23,3%,21,25,22,0,44,11%,3%,42,95%,6.35,26,3%,16%,22,199,113,46,10%,4%,3.053720773,2.875058453,3.041366906,2.035472973,2.272369604,3.975357143,7.146582734,8.865876799,6.268619604,0%
S01008505,Shandon,City of Edinburgh,726,515,6957,100,20,10,5,6447,6739,6596,6748,5835,6336,4507,2%,15,2%,8,30,10,0,90,13%,4%,64,*,6.17,22,2%,20%,3,42,35,22,5%,3%,3.165344585,2.605833333,2.804490155,1.57604,2.337299578,3.529435484,6.485070323,8.126490858,6.585274262,0%
S01008506,Shandon,City of Edinburgh,918,553,6554,94,19,10,5,5992,6306,5072,6928,4654,4927,2503,3%,27,2%,12,45,170,15,126,17%,9%,69,*,6.38,16,0%,16%,10,110,81,28,10%,4%,4.340111241,2.554496487,3.149127635,1.729488636,3.462661007,2.736885965,6.342997658,7.283597775,8.058384075,3%
S01008507,Shandon,City of Edinburgh,964,798,6400,92,19,10,5,5858,5936,6067,5878,5740,2966,2683.5,3%,31,3%,22,40,54,101,68,15%,0%,55,90%,6.00,27,0%,4%,22,231,74,26,10%,3%,3.884392419,1.765671683,2.648483835,2.427075472,3.132703456,3.626885246,4.356928651,6.608333333,7.604782609,0%
S01008508,Craiglockhart,City of Edinburgh,870,534,6923,100,20,10,5,6794.5,6942,6836,6813,3295,4821,6491,1%,11,1%,4,25,13,0,82,11%,0%,51,93%,6.24,16,0%,23%,10,116,20,6,2%,1%,5.246380729,4.086037015,2.346272033,2.664518519,4.615255582,3.213960396,7.596460047,6.812820212,11.0070329,0%
S01008509,Craiglockhart,City of Edinburgh,983,566,6624,95,19,10,5,6592,6618,6496,6950,2619,2906,5040,2%,17,2%,10,35,35,16,47,13%,6%,58,*,6.78,25,0%,29%,23,237,61,6,6%,1%,5.400528169,4.61277666,1.612391851,3.696907631,5.541690141,3.749148148,8.249554829,5.63806841,12.24044769,0%
S01008510,Craiglockhart,City of Edinburgh,907,586,6539,94,19,10,5,6636,6381.5,6638,6717,2527,2937,4797,2%,15,2%,13,35,12,17,71,11%,3%,51,*,6.44,31,0%,12%,21,235,55,11,6%,1%,2.639873068,4.865397351,3.402201987,4.020284553,3.281067881,5.803736842,8.372168874,7.311948124,7.064718543,0%
S01008511,Craiglockhart,City of Edinburgh,941,537,6547,94,19,10,5,6757,6808.5,6489,6734,2617,1633,6591,1%,13,1%,7,30,114,93,60,10%,10%,60,*,5.00,21,0%,31%,35,377,18,6,2%,1%,3.317332577,3.829259364,2.83072361,3.922408759,4.915533485,4.119821429,6.280422815,6.45104143,9.052673099,2%
S01008512,Craiglockhart,City of Edinburgh,522,320,6888,99,20,10,5,6969,6908,6881,6899,3006,3797,6834,0%,0,1%,3,20,21,0,46,12%,0%,53,*,6.29,13,0%,27%,9,175,6,2,1%,0%,3.391450495,3.270792079,3.282455446,4.395285714,4.322668317,3.530104167,7.680316832,8.135618812,9.035737624,0%
S01008513,Craiglockhart,City of Edinburgh,805,453,6859,99,20,10,5,6806,6881,6330,6775,3034,4880,6145,1%,10,1%,5,40,24,0,106,13%,0%,59,*,5.50,30,0%,30%,9,113,23,4,3%,1%,2.908594193,2.414217422,3.613342776,3.538736842,5.701165014,2.716404959,7.331338527,8.231338527,14.50620751,6%
S01008514,Morningside and Craighouse,City of Edinburgh,993,563,5576,80,16,8,4,5751,4990,5430,6830,1736,3346,6360,3%,34,4%,24,50,32,53,130,16%,3%,60,*,5.88,17,4%,21%,20,204,21,9,2%,1%,4.605315846,4.149745717,3.970998394,3.135743405,5.175554069,5.051718062,8.385422912,8.255230193,9.083501071,1%
S01008515,Morningside and Craighouse,City of Edinburgh,819,548,6836,98,20,10,5,6668,6934,6929,6902,3049,3624,5130,2%,13,1%,4,20,5,17,52,9%,0%,50,94%,6.47,14,0%,21%,15,186,35,14,5%,2%,4.118781794,3.351151272,3.321629853,2.817633929,4.406512718,5.12853211,6.276894244,6.11246988,6.985890228,0%
S01008516,Morningside and Craighouse,City of Edinburgh,1063,796,4844,70,14,7,4,4898,4172,5512,5513,2574,4496,259,5%,56,6%,47,50,70,83,52,16%,3%,61,90%,5.57,37,0%,8%,14,133,205,94,23%,10%,5.39709212,3.40595172,3.377755272,3.937578348,4.45845172,4.661117021,5.82267758,5.766870144,6.641071032,0%
S01008517,Morningside and Craighouse,City of Edinburgh,914,672,6768,98,20,10,5,5935,6430,6514,6271,5665,4919,2189,3%,28,2%,14,40,33,13,49,13%,3%,49,90%,6.25,17,5%,8%,10,111,110,18,13%,2%,4.24105814,1.868924419,1.803729651,2.515737327,2.889997093,5.950405405,3.383377907,3.568430233,4.508360465,0%
S01008518,Morningside and Craighouse,City of Edinburgh,905,603,6944,100,20,10,5,6877,6819,6724,6850,4514,4907,4209,1%,9,1%,8,25,64,16,72,10%,3%,60,95%,6.11,13,1%,28%,10,112,60,19,7%,2%,2.979060773,2.941381215,2.912638122,1.738195266,3.999132597,6.297845528,5.481740331,5.307668508,6.182668508,0%
S01008519,Greenbank and The Braids,City of Edinburgh,835,509,6873,99,20,10,5,6774,6744,6815,6968,3002,4950,5406,1%,11,2%,8,25,9,19,41,10%,0%,64,*,6.38,12,0%,32%,9,109,35,13,4%,2%,3.050216316,3.735361557,3.640846724,1.937136564,4.790278121,6.23545977,7.304011125,7.194320148,8.149462299,0%
S01008520,Greenbank and The Braids,City of Edinburgh,1089,619,6796,98,20,10,5,6815,6719.5,6877,6940,2444,3895,6688,1%,13,2%,10,20,13,0,53,10%,4%,61,95%,6.42,13,1%,40%,18,167,24,1,2%,0%,2.366398699,2.630999071,4.100144052,2.983444976,5.282421004,7.686702786,8.797267658,9.554484201,10.21780901,0%
S01008521,Greenbank and The Braids,City of Edinburgh,916,523,6699,97,20,10,5,6692,6755,6937,6947,1684,5126,6685,2%,14,1%,8,20,12,0,50,8%,7%,48,*,6.44,17,0%,26%,9,100,17,4,2%,0%,3.442985116,4.738219405,3.506193495,3.180041494,6.663710033,6.482435233,8.253528115,7.948106395,9.081251378,0%
S01008522,Greenbank and The Braids,City of Edinburgh,515,319,6543,94,19,10,5,6765,6953,6850,6975,1080,5152,6924,1%,7,1%,2,25,21,0,45,13%,10%,44,*,6.45,3,0%,31%,5,98,5,0,1%,0%,4.253106203,4.749022556,3.082753759,3.801533333,6.319863722,5.768676471,11.76664944,11.61965695,11.93174342,11%
S01008523,Greenbank and The Braids,City of Edinburgh,1004,598,6344,91,19,10,5,6905,6900,6960,6143,814,5520,6479,1%,9,1%,6,15,11,0,34,11%,7%,45,87%,*,10,0%,31%,8,81,24,6,2%,1%,5.242021717,5.75475698,3.963125646,4.488896714,7.195341262,6.301396396,14.20216132,14.06022751,14.97921923,0%
S01008524,Colinton Mains and Firrhill,City of Edinburgh,911,645,1108,16,4,2,1,1111,1218,1351,1519,1440,1699,696,23%,205,16%,104,150,134,445,119,21%,17%,128,76%,4.68,126,6%,6%,33,367,172,37,20%,4%,4.239622261,4.074622261,2.904175317,2.611341991,8.377185698,5.541733871,11.46539216,9.247185698,13.54485006,0%
S01008525,Colinton Mains and Firrhill,City of Edinburgh,862,521,1677,25,5,3,2,1332,1595,2201,2575,3271,1033,2668,21%,179,14%,74,150,150,112,78,20%,3%,94,74%,5.09,95,3%,13%,43,494,90,13,12%,2%,3.1352,3.11136129,1.814548387,2.243495146,8.367225806,4.390545171,7.795083871,5.981096774,15.60134194,0%
S01008526,Colinton Mains and Firrhill,City of Edinburgh,872,541,3272,47,10,5,3,2835,3431,3606,3582,5875,512,2578.5,12%,107,8%,42,85,98,67,88,21%,2%,79,89%,5.50,88,8%,7%,61,697,92,23,11%,3%,1.865876471,1.731961765,1.762732353,2.127937853,7.733897059,2.942376238,4.463132353,4.446102941,14.63868235,0%
S01008527,Colinton Mains and Firrhill,City of Edinburgh,739,508,5109,74,15,8,4,4628,4773,5276,4016,4592,3739,1903,6%,44,5%,23,60,59,19,55,17%,2%,62,87%,5.22,59,3%,8%,13,178,99,17,14%,2%,2.540365014,2.652751377,1.31357438,2.49547619,8.831325758,4.423,4.334249311,2.872389807,14.55030303,0%
S01008528,Colinton Mains and Firrhill,City of Edinburgh,691,445,4473,65,13,7,4,3846,3967,5535,4516,2713,3995.5,2615,8%,57,6%,28,70,6,69,61,15%,0%,57,86%,5.69,72,1%,10%,11,161,81,16,11%,2%,3.032621528,3.307680556,1.959802083,3.160425532,8.541899306,4.86958042,6.664034722,5.542118056,16.60430556,0%
S01008529,Oxgangs,City of Edinburgh,737,507,3607,52,11,6,3,3589,3061,3834,3776,3272,3117,1994,9%,68,9%,45,90,60,59,69,16%,9%,87,88%,5.46,65,7%,6%,16,220,80,33,11%,5%,2.129354282,3.173497928,1.933725829,3.232017045,7.357175414,5.157311321,6.659267956,5.928743094,14.62992403,0%
S01008530,Oxgangs,City of Edinburgh,708,471,596,9,2,1,1,414,426,1408,1570,3974,595,689,30%,213,23%,106,160,251,658,83,20%,7%,105,74%,5.11,130,5%,4%,46,644,150,26,21%,4%,3.03695442,3.221208564,1.327624309,2.339101382,7.625155387,4.755300752,6.71359116,4.198480663,12.40701657,0%
S01008531,Oxgangs,City of Edinburgh,758,478,1769,26,6,3,2,1891,1444,2364,2127,2383,1744,1601,17%,129,15%,72,125,128,252,122,21%,3%,90,84%,5.31,138,7%,4%,27,361,111,19,15%,3%,3.598897059,3.516684492,2.206597594,2.335721154,8.155257353,5.303119266,8.936885027,7.07697861,12.67421791,0%
S01008532,Oxgangs,City of Edinburgh,463,273,2470,36,8,4,2,1783,2893,3389,2608,3578,1663,3215,18%,82,9%,26,105,76,106,58,15%,14%,100,82%,5.41,112,5%,5%,17,372,37,14,8%,3%,3.219407449,3.303814898,1.141941309,3.22347619,7.219943567,5.449487179,7.430767494,2.999751693,15.48345372,0%
S01008533,Comiston and Swanston,City of Edinburgh,258,188,4018,58,12,6,3,5517,3600,3912,4093,2381,503,4917,4%,10,7%,14,80,75,70,92,13%,9%,102,80%,*,79,0%,8%,18,707,37,1,7%,0%,2.154084699,3.219084699,2.353879781,3.922142857,7.257317851,5.580147059,8.726593807,6.82557377,16.32419854,0%
S01008534,Comiston and Swanston,City of Edinburgh,634,417,6346,91,19,10,5,6530.5,6530,6309,6250,1719,3781,6152,2%,12,2%,8,35,63,22,54,12%,8%,68,90%,5.96,29,1%,20%,11,176,29,0,4%,0%,1.469636929,3.293025588,3.139011065,3.35481982,6.690186722,5.690480769,13.9592462,12.03375519,21.53037344,0%
S01008535,Comiston and Swanston,City of Edinburgh,713,429,6494,94,19,10,5,6748,6348,6138,6911,1633,5127,6664,1%,10,2%,9,45,63,0,38,12%,0%,71,*,6.63,29,0%,21%,7,99,15,2,2%,0%,2.771205924,3.799037377,2.87045134,4.271528926,6.406346968,6.583539326,9.186685472,7.866964034,17.22072638,0%
S01008536,Comiston and Swanston,City of Edinburgh,577,321,6686,96,20,10,5,6680,6630,5920,6789,2887,3507,6649,2%,9,2%,6,45,13,0,66,15%,6%,75,*,6.60,34,0%,22%,11,193,6,8,1%,1%,2.862781195,2.426673989,1.897737258,3.907040816,6.506410369,6.194927536,7.65043058,6.504780316,16.05853251,0%
S01008537,Comiston and Swanston,City of Edinburgh,659,366,6755,97,20,10,5,6969,6669,6910,6956,1561,6250,6476,0%,0,2%,6,20,0,30,60,11%,11%,50,*,6.77,20,0%,28%,3,46,15,6,2%,1%,2.59077266,3.327228826,3.023945022,4.056865079,6.09320951,6.774166667,10.41928678,9.911002972,19.33992571,0%
S01008538,Comiston and Swanston,City of Edinburgh,585,326,6833,98,20,10,5,6871,6907,6607,6898,2428,4730,6576,1%,6,1%,3,30,12,0,39,14%,9%,68,*,6.20,17,0%,24%,7,121,6,9,1%,2%,3.228962177,1.945816421,3.113182657,4.430230769,6.609035978,7.025555556,6.457315498,8.553095018,13.98122232,0%
S01008539,Comiston and Swanston,City of Edinburgh,830,515,6467,93,19,10,5,6517,6541,6807,6836,2167,2307,6384,2%,16,2%,10,25,0,22,64,14%,0%,52,93%,6.31,12,1%,22%,24,293,14,14,2%,2%,3.796741338,1.767550777,3.823243728,3.401772152,7.614304062,6.997474227,6.24004779,12.12535842,13.24335723,0%
S01008540,Comiston and Swanston,City of Edinburgh,897,503,6724,97,20,10,5,6837,6328,6738,6624,3097,3024,6652,1%,10,2%,11,30,8,40,68,12%,2%,47,92%,5.80,21,2%,33%,20,226,12,9,1%,1%,2.690119048,1.841390825,3.500827526,2.844798387,6.590246806,6.830315315,6.617950058,9.605795587,10.43002904,0%
S01008541,Fairmilehead,City of Edinburgh,919,530,6571,95,19,10,5,6588,6689,6804,6735,1521,5132,6266.5,2%,16,2%,9,25,66,18,46,13%,0%,43,95%,6.13,19,1%,17%,9,99,28,5,3%,1%,3.846896163,1.950922686,5.078735892,3.300716561,7.176526524,8.34704878,8.335569977,14.20328442,14.82532167,0%
S01008542,Fairmilehead,City of Edinburgh,1678,1011,6544,94,19,10,5,6857,6777,6831,6551,1469,4264,5679,1%,18,1%,14,25,14,0,53,12%,2%,52,95%,6.06,29,2%,16%,24,145,40,10,4%,1%,4.197895435,1.906671975,4.805084926,3.539617706,7.885015924,8.124574468,7.773991507,14.23755839,15.27803079,0%
S01008543,Fairmilehead,City of Edinburgh,749,458,6437,93,19,10,5,6589,6882,6871,6649,1048,5225.5,6600.5,2%,13,1%,5,20,41,41,47,10%,9%,48,94%,6.34,33,3%,22%,7,95,16,4,2%,1%,4.954949324,2.663243243,5.79060473,1.973161157,8.348192568,9.392156398,11.17078378,18.34408108,18.96622297,0%
S01008544,Fairmilehead,City of Edinburgh,662,457,6134,88,18,9,5,6501,6801,6956,6882,599,5286.5,5763,2%,13,1%,6,20,6,0,74,9%,4%,33,*,6.21,11,2%,20%,6,92,21,12,3%,2%,5.37136294,4.563016845,5.798445636,5.4668,8.757894334,8.981293706,15.2867075,18.56647779,21.91343032,0%
S01008545,Fairmilehead,City of Edinburgh,852,502,6662,96,20,10,5,6956,6950,6874,6826,1131,6662,6111,1%,5,1%,3,20,4,20,64,11%,0%,59,*,6.31,23,3%,34%,*,*,34,3,4%,0%,3.474827394,3.378001114,4.641419822,5.818275862,6.682377506,7.692815534,7.968886414,10.31002227,15.44846325,3%
S01008546,Fairmilehead,City of Edinburgh,786,426,6487,93,19,10,5,6792,6643,6794,6925,1120,5320,6804,1%,10,2%,7,25,25,0,53,15%,0%,48,*,6.33,17,0%,22%,7,90,13,1,2%,0%,2.933340571,3.436994417,4.226904467,4.7734375,6.207301489,7.499230769,9.697109181,11.35596464,17.48542184,3%
S01008547,Gilmerton South and the Murrays,City of Edinburgh,1017,715,5112,74,15,8,4,5478,6139,5494,3255,1095,4943,4873,4%,40,3%,18,50,74,0,92,13%,5%,78,80%,4.94,68,5%,14%,11,110,65,7,6%,1%,5.624556931,3.987482673,3.830457921,4.656454082,5.600767327,3.513622449,15.21754455,15.7349604,15.10952475,0%
S01008548,Gilmerton South and the Murrays,City of Edinburgh,861,605,4792,69,14,7,4,4268,5535,5063,4199,1341,4996,4312,7%,60,3%,21,65,23,44,46,15%,2%,78,83%,5.80,88,0%,8%,9,106,65,6,8%,1%,5.263443114,4.333248503,3.585035928,4.734372093,4.242194611,4.777346154,12.84075749,11.86354491,11.6291976,0%
S01008549,Gilmerton South and the Murrays,City of Edinburgh,1173,808,4517,65,13,7,4,4718,4379,4106,3154,3619,3297,2372,6%,67,5%,44,70,30,41,95,20%,5%,87,84%,5.34,82,3%,5%,24,207,112,23,12%,2%,4.185940126,3.025903361,2.177037815,4.277910798,2.592384454,4.798993506,8.303602941,7.205018382,6.921727941,2%
S01008550,Mortonhall and Anwickhill,City of Edinburgh,777,523,5647,81,17,9,5,5531,5797,6618,5711,1003,6631,4302,4%,30,3%,16,40,0,19,55,11%,0%,57,88%,6.11,51,3%,17%,*,*,49,19,6%,2%,2.471553885,2.950623434,3.64731203,5.465457516,8.089558271,5.856428571,13.16518797,13.89743734,19.28658521,6%
S01008551,Mortonhall and Anwickhill,City of Edinburgh,913,552,4726,68,14,7,4,4858,4529.5,4943,3615,2693,3081,2917,5%,49,5%,28,60,41,74,62,17%,3%,73,86%,5.08,52,11%,10%,20,222,104,17,11%,2%,1.683531504,2.162136687,2.882726118,4.679829545,7.264590955,5.279587156,8.729194614,9.45828252,14.75262703,0%
S01008552,Mortonhall and Anwickhill,City of Edinburgh,858,531,5447,79,16,8,4,6059,5860,5290,4292,1396,4124,5263,3%,24,3%,15,50,43,78,63,16%,0%,74,76%,5.48,47,1%,14%,13,153,43,12,5%,1%,3.857822489,3.788541667,3.167251712,4.842078652,6.21413242,5.818631579,9.392231735,8.222528539,12.60006279,2%
S01008553,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,664,394,3024,44,9,5,3,2755,3103,3918,2026,5344,1706.5,2289,13%,84,9%,35,100,36,28,89,14%,0%,92,68%,5.05,84,5%,9%,24,366,69,7,13%,1%,2.66610322,2.107428977,1.189914773,3.023233333,4.640999053,4.158617021,6.808068182,4.552291667,11.12129261,0%
S01008554,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1060,676,867,13,3,2,1,816,1131,1056,610,2948,2182,466,25%,270,17%,112,190,146,130,130,20%,10%,124,72%,4.68,190,9%,5%,32,306,288,14,26%,1%,3.352506881,3.08533945,2.040552752,3.86119883,4.297254587,4.905190972,9.593775229,7.661192661,13.32026147,0%
S01008555,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1063,675,880,13,3,2,1,929,977,1023,744,4351,914,629,24%,258,18%,118,180,195,208,114,19%,5%,144,66%,5.17,169,2%,2%,56,524,235,23,23%,2%,3.821860521,2.390682915,1.334666988,3.207384824,5.73027751,3.912102564,7.915844595,4.462702703,11.28957529,0%
S01008556,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,796,496,1580,23,5,3,2,1258,1704,1856,1506,5039,1970,1069,21%,170,14%,69,145,99,169,96,20%,9%,124,70%,5.42,137,7%,5%,26,331,149,13,19%,2%,2.049897172,1.548627892,2.42691838,2.230083333,6.390398458,3.951538462,5.42214653,8.068933162,13.61361183,0%
S01008557,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1432,936,1166,17,4,2,1,1426,1539.5,1184,510,5004,450,1428,20%,288,15%,137,170,178,272,135,19%,7%,128,66%,4.66,168,7%,4%,106,743,141,28,15%,3%,2.449560884,1.811349677,2.418116918,2.366733491,5.834568966,2.978705674,6.233512931,7.935234375,12.16803071,0%
S01008558,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,872,534,1241,18,4,2,1,1284,1393,1461,745,4835,955,819,21%,184,15%,82,160,198,253,103,19%,4%,120,68%,4.35,124,3%,3%,45,511,173,36,19%,4%,2.103785636,1.639627193,1.979991776,3.1564375,6.393193531,3.27328084,6.602565789,7.008245614,14.59340735,0%
S01008559,Hyvots and Gilmerton,City of Edinburgh,710,438,2404,35,7,4,2,3099,2774,2797,956,3614,2837,737,11%,80,10%,43,120,120,44,71,19%,0%,111,73%,4.85,164,8%,5%,17,243,150,20,21%,3%,4.335444056,3.178748252,3.05236014,3.812045455,4.49998951,2.653865979,7.335846154,7.092776224,7.631426573,0%
S01008560,Hyvots and Gilmerton,City of Edinburgh,678,423,1680,25,5,3,2,1786,1977,1853,924,3895,1652,1333,18%,120,13%,53,155,87,126,104,19%,5%,118,62%,5.00,152,4%,9%,25,374,123,11,18%,2%,4.06147711,3.233927039,3.097088698,3.730682927,3.813955651,2.770188679,7.647796853,6.856770386,6.890879828,0%
S01008561,Hyvots and Gilmerton,City of Edinburgh,705,462,3076,45,9,5,3,3547.5,3955.5,2777,1691,3776,1570,860,9%,66,6%,30,90,330,137,115,15%,5%,116,69%,5.45,134,4%,6%,27,388,136,16,20%,2%,3.103772255,2.861906528,3.289124629,3.788324873,3.685916172,3.198468468,8.703568249,8.557581602,8.445348665,0%
S01008562,Hyvots and Gilmerton,City of Edinburgh,878,560,528,8,2,1,1,458,496,210,1597,4054,2697,1287,29%,259,22%,121,220,270,267,136,26%,17%,188,73%,5.24,144,6%,5%,22,254,122,9,18%,1%,3.706477778,3.197425926,3.076411111,2.816883365,3.289185185,3.490331565,8.686562963,7.476644444,7.378407407,0%
S01008563,Hyvots and Gilmerton,City of Edinburgh,850,562,1336,20,4,2,1,1557,1168,1255,1173,6164,953,1251,19%,163,16%,92,160,166,141,124,23%,8%,128,74%,4.86,139,10%,5%,44,512,141,17,18%,2%,3.11803012,2.468990964,2.045774096,2.610026178,2.414150602,3.573451613,5.267849398,3.851521084,3.814981928,0%
S01008564,Fernieside and Moredun South,City of Edinburgh,642,413,2555,37,8,4,2,2473,2617,1277,2400,6659,5225.5,2454,14%,89,10%,42,140,137,88,140,24%,17%,148,69%,5.50,121,0%,7%,6,95,67,15,11%,3%,3.230208688,1.69318569,1.09092845,3.328154762,1.507027257,5.261307692,5.325570698,4.175068143,4.55016184,0%
S01008565,Fernieside and Moredun South,City of Edinburgh,986,593,1053,16,4,2,1,957,1064,1051,1081,6538,725,1726,24%,237,17%,100,170,166,138,102,26%,5%,130,73%,5.10,142,12%,4%,58,586,149,7,16%,1%,3.021680108,1.330102151,1.71136828,3.132286184,1.985360215,4.814378882,4.347478495,5.41,5.843096774,0%
S01008566,Fernieside and Moredun South,City of Edinburgh,1057,649,1420,21,5,3,2,1716,1713,1697,912,4341,378,687,18%,191,14%,88,145,187,139,118,22%,9%,112,69%,5.17,158,10%,5%,84,795,244,15,23%,1%,3.79190197,2.718524859,2.003234053,2.482293103,2.87999531,5.282347561,9.354146341,7.006074109,9.290450281,0%
S01008567,Fernieside and Moredun South,City of Edinburgh,812,516,2022,29,6,3,2,1850,2140,1806,1937,4643,1923,1279,17%,140,12%,62,150,126,274,106,17%,2%,127,66%,5.59,124,3%,8%,27,337,142,3,19%,0%,3.223551747,3.318561828,1.463918011,1.605049342,3.646337366,4.495617284,11.85706317,4.92858871,11.17870296,0%
S01008568,Fernieside and Moredun South,City of Edinburgh,789,539,4176,60,12,6,3,4411,4599,4434,3064,2514,1587,3263.5,7%,52,5%,27,70,66,0,77,15%,2%,99,78%,5.56,85,4%,7%,30,385,78,12,10%,2%,3.809155107,3.283798865,2.726421816,3.282645349,4.745428752,4.593010753,10.28474779,9.078852459,10.42978247,0%
S01008569,Moredun and Craigour,City of Edinburgh,715,504,26,1,1,1,1,121,17,123,35,3046,229,428,38%,271,36%,183,270,307,718,136,24%,14%,148,62%,4.00,194,6%,0%,69,963,167,14,26%,2%,3.74196875,3.253105469,2.549601563,3.103571429,4.774675781,4.542933333,8.664070312,7.473570312,8.79753125,0%
S01008570,Moredun and Craigour,City of Edinburgh,987,635,768,12,3,2,1,853,870,794,501,5046,1230,433,25%,247,18%,116,175,234,285,141,22%,0%,148,64%,4.97,182,5%,4%,45,452,247,24,26%,2%,2.873972425,2.952637877,1.673826743,2.234537954,3.907091571,4.010515152,8.680824662,4.334568158,8.656253902,0%
S01008571,Moredun and Craigour,City of Edinburgh,677,388,2101,31,7,4,2,2027,2766,2566,1484,5599,121,4425.5,16%,110,10%,38,110,74,157,103,22%,0%,112,72%,4.87,99,7%,4%,82,1212,54,1,8%,0%,2.450493373,2.24115243,1.819536082,2.450033333,3.117279087,3.946019417,7.997485272,5.835055228,8.215552283,0%
S01008572,Moredun and Craigour,City of Edinburgh,927,513,3227,47,10,5,3,2761,3185,2822,2888,5461,2863,4133,13%,117,9%,44,105,65,52,142,24%,5%,89,75%,5.38,126,1%,14%,22,240,63,10,8%,1%,2.259476351,1.731151464,2.389588964,2.877756757,3.293643018,3.159677419,6.251086712,6.60545045,7.160777027,1%
